,Popularity,Region,TERM,Full Form | Definition | Meaning,MainCategory,SubCategory
11783,20,United,MASM,MarineLife Aquarium Society of Michigan,Associations & Organizations,Environment & Nature Organizations
11784,70,Worldwide,MAT,Master of Arts in Teaching,Academic & Science,Academic Degrees
11785,50,India,MAT,Minimum Alternate Tax,Governmental,Rules & Regulations
11786,30,India,MAT,Management Aptitude Test,Academic & Science,Exams & Tests
11787,40,United,MATC,Madison Area Technical College,Academic & Science,Universities & Institutions
11788,30,United,MATC,Milwaukee Area Technical College,Academic & Science,Universities & Institutions
11789,100,Worldwide,Math,Mathematics,Academic & Science,Mathematics
11790,40,Worldwide,MATh,Master of Theology,Academic & Science,Academic Degrees
11791,30,Worldwide,MATH,Michigan Autumn Take Home,Academic & Science,Exams & Tests
11792,100,Worldwide,Maths,Mathematics,Academic & Science,Mathematics
11793,10,United,MATHS,Maryland Academy of Technology & Health Sciences,Academic & Science,Universities & Institutions
11794,80,Worldwide,MATLAB,Matrix Laboratory,Computing,Programming & Development
11795,60,Worldwide,MAU,Monthly Active Users,Business,Business Terms
11796,40,Worldwide,MAU,Media Access Unit,Computing,Networking
11797,40,Mauritius,MAU,Air Mauritius,Transport & Travel,Airline Codes
11798,40,Worldwide,MAU,Makeup Air Unit,Technology,Tech Terms
11799,40,United,MAU,Marine Amphibious Unit,Governmental,Military
11800,40,Worldwide,MAU,Medical Assessment Unit,Medical,Healthcare
11801,40,Worldwide,MAU,Medium Attachment Unit,Computing,Networking
11802,40,United,MAU,Mauldeth Road,Transport & Travel,Railway Station Codes
11803,40,India,MAU,Marathwada Agricultural University,Academic & Science,Universities & Institutions
11804,40,Japan,MAU,Musashino Art University,Academic & Science,Universities & Institutions
11805,30,Worldwide,mAU,milli-Absorbance Unit,Academic & Science,Units
11806,80,Worldwide,Max,Maximum,Miscellaneous,Chat & Messaging
11807,40,Worldwide,MAX,Multimedia Acceleration eXtensions,Computing,Programming & Development
11808,40,United,MAX,Metropolitan Area Express,Transport & Travel,Rail Transport
11809,40,United,MAX,Metropolitan Area Express,Transport & Travel,Land Transport
11810,40,United,MAX,Metro Area Express,Transport & Travel,Land Transport
11811,40,Senegal,MAX,Ouro Sogui Airport,Transport & Travel,Airport Codes
11812,30,United,MAX,Modesto Area Express,Transport & Travel,Land Transport
11813,30,India,MAX,Mangudi,Transport & Travel,IRCTC Station Codes
11814,0,Australia,MAX,Metro Area Express,Transport & Travel,Rail Transport
11815,70,Worldwide,Maybach,"named after its founder, Wilhelm Maybach",Business,Companies & Corporations
11816,90,Worldwide,MB,MegaByte(s),Computing,General Computing
11817,80,Canada,MB,Manitoba,Regional,Postal Codes
11818,70,Worldwide,MB,Motherboard,Academic & Science,Electronics
11819,60,Worldwide,Mb,Myoglobin,Medical,Biochemistry
11820,50,Worldwide,Mb,Megabit(s),Computing,General Computing
11821,50,Worldwide,MB,Mercedes-Benz,Business,Companies & Corporations
11822,40,United,MB,Milton Bradley,Business,Companies & Corporations
11823,40,Italy,MB,Maurizio Bianchi,Society & Culture,Celebrities & Famous
11824,40,Worldwide,mb,millibar,Academic & Science,Units
11825,40,Worldwide,mB,Body wave magnitude,Academic & Science,Units
11826,40,Worldwide,Mb,Megabarn,Academic & Science,Units
11827,40,Worldwide,mb,millibarn,Academic & Science,Units
11828,40,Philippines,MB,Manila Bulletin,News & Entertainment,Journals & Publications
11829,30,Sweden,MB,Mälarhöjden/Bredäng Hockey,Associations & Organizations,Sports & Recreation Organizations
11830,30,Canada,MB,Medal of Bravery,Society & Culture,Awards
11831,20,Finland,MB,MikroBitti,News & Entertainment,Journals & Publications
11832,10,Worldwide,mB,millibel,Academic & Science,Units
11833,100,Worldwide,MBA,Masters of Business Administration,Academic & Science,Academic Degrees
11834,60,United,MBA,Mortgage Bankers Association,Associations & Organizations,Trade Associations
11835,40,Maldives,MBA,Maldives Basketball Association,Associations & Organizations,Sports & Recreation Organizations
11836,40,United,MBA,Marine Biological Association,Associations & Organizations,Scientific Organizations
11837,40,United,MBA,Montgomery Bell Academy,Academic & Science,Universities & Institutions
11838,40,United,MBA,Monterey Bay Aquarium,Regional,Buildings & Landmarks
11839,40,Kenya,MBA,Mombasa International Airport,Transport & Travel,Airport Codes
11840,40,Worldwide,MBA,Mechanical Brake Assist,Technology,Automotive
11841,30,United,MBA,Mountain Bothies Association,Associations & Organizations,Regional Organizations
11842,30,Philippines,MBA,Metropolitan Basketball Association,Sports & Games,Basketball
11843,20,United,MBA,Milwaukee Bar Association,Associations & Organizations,Professional Associations
11844,20,United,MBA,Media Bloggers Association,Associations & Organizations,Regional Organizations
11845,20,Worldwide,MBA,Migraine with Brainstem Aura,Medical,Diseases & Conditions
11846,10,Poland,MBA,Międzynarodowe Biennale Architektury,Associations & Organizations,Conferences & Events
11847,40,United,MBARI,Monterey Bay Aquarium Research Institute,Academic & Science,Research & Development
11848,70,Worldwide,MBBS,"Medicinae Baccalaureus, Bachelor of Surgery",Academic & Science,Academic Degrees
11849,60,Worldwide,MBC,Manual Boost Controller,Technology,Automotive
11850,40,Worldwide,MBC,Middle East Broadcasting Center,Business,Companies & Corporations
11851,40,United,MBC,Mary Baldwin College,Academic & Science,Universities & Institutions
11852,40,Philippines,MBC,Manila Broadcasting Company,Business,Companies & Corporations
11853,30,Worldwide,MBC,Metastatic Breast Cancer,Medical,Diseases & Conditions
11854,30,United,MBC,Medical Board of California,Governmental,Departments & Agencies
11855,30,United,MBC,McLean Bible Church,Society & Culture,Religion & Spirituality
11856,30,Philippines,MBC,Makati Business Club,Associations & Organizations,Regional Organizations
11857,30,South,MBC,Munhwa Broadcasting Corporation,Business,Companies & Corporations
11858,30,Malawi,MBC,Malawi Broadcasting Corporation,Business,Companies & Corporations
11859,30,Worldwide,MBC,Minimum Bactericidal Concentration,Medical,Laboratory
11860,30,United,MBC,Morris Brown College,Academic & Science,Universities & Institutions
11861,30,Worldwide,MBC,Meteor Burst Communications,Technology,Communication
11862,30,United,MBC,Museum of Broadcast Communications,Regional,Buildings & Landmarks
11863,30,United,MBC,Miami Boys Choir,Arts,Performing arts
11864,30,Worldwide,MBC,Maximum Breathing Capacity,Medical,Tests
11865,30,Worldwide,MBC,Master of Business Communication,Academic & Science,Academic Degrees
11866,30,United,MBC,Mitsubishi Corporation,Business,Stock Market
11867,20,United,MBC,Black Family Channel,Business,Companies & Corporations
11868,20,Japan,MBC,Minaminihon Broadcasting Company,Business,Companies & Corporations
11869,20,Myanmar,MBC,Myanmar Baptist Convention,Associations & Organizations,Regional Organizations
11870,20,India,MBC,Mar Baselios Christian College of Engineering & Technology,Academic & Science,Universities & Institutions
11871,20,Germany,MBC,Mitteldeutscher Basketball Club,Associations & Organizations,Sports & Recreation Organizations
11872,20,United,MBC,Maidstone Borough Council,Governmental,Departments & Agencies
11873,20,United,MBC,Manchester Baseball Club,Associations & Organizations,Sports & Recreation Organizations
11874,10,United,MBC,Michigan Brewing Company,Business,Companies & Corporations
11875,10,Japan,MBC,Mediatti Broadband Communications,Business,Companies & Corporations
11876,10,Canada,MBC,Millennium Bureau of Canada,Associations & Organizations,Regional Organizations
11877,20,India,MBCCET,Mar Baselios Christian College of Engineering and Technology,Academic & Science,Universities & Institutions
11878,40,India,MBCET,Mar Baselios College of Engineering and Technology,Academic & Science,Universities & Institutions
11879,20,India,MBIFL,Mathrubhumi International Festival of Letters,Regional,Festivals & Events
11880,60,Worldwide,Mbit,Megabit(s),Academic & Science,Units
11881,30,Worldwide,MBM,Magnetic Bubble Memory,Computing,Hardware
11882,20,Worldwide,MBM,Motherboard Monitor,Computing,Software & Applications
11883,20,Worldwide,MBM,Masters in Business and Management,Academic & Science,Academic Degrees
11884,10,Australia,MBM,Multicultural Bible Ministry,Society & Culture,Religion & Spirituality
11885,10,India,MBM,Mugneeram Bangur Memorial,Academic & Science,Universities & Institutions
11886,10,United,MBM,Mercedes-Benz Manhattan,Business,Companies & Corporations
11887,10,South,MBM,Mkambati Airport,Transport & Travel,Airport Codes
11888,70,Worldwide,MBMS,Multimedia Broadcast Multicast Services,Technology,Communication
11889,50,Worldwide,MBN,Must Be Nice,Miscellaneous,Chat & Messaging
11890,40,South,MBN,Maeil Broadcasting Network,News & Entertainment,TV & Radio
11891,40,Colombia,mbn,Macaguán,Regional,Language Codes
11892,20,United,MBN,Moody Broadcasting Network,News & Entertainment,TV & Radio
11893,10,Philippines,MBN,Mareco Broadcasting Network,News & Entertainment,TV & Radio
11894,10,Australia,MBN,Mount Barnett Airport,Transport & Travel,Airport Codes
11895,0,Zambia,MBN,Zambian Airways,Transport & Travel,Airline Codes
11896,100,Worldwide,MBO,Management Buyout,Business,Business Terms
11897,60,Worldwide,MBO,Management By Objectives,Business,Business Management
11898,50,Worldwide,MBOX,MailBOX,Computing,File Extensions
11899,60,Worldwide,MBps,Megabytes Per Second,Academic & Science,Units
11900,50,Worldwide,Mbps,Megabits Per Second,Academic & Science,Units
11901,100,Worldwide,MBR,Master Boot Record,Computing,Data Storage
11902,20,Worldwide,MBtu,"1,000 British thermal units",Academic & Science,Units
11903,50,Worldwide,MBUX,Mercedes-Benz User eXperience,Technology,Automotive
11904,100,Monaco,MC,Monaco,Regional,Countries
11905,80,United,MC,Mississippi College,Academic & Science,Universities & Institutions
11906,80,Worldwide,MC,Memory Clear,Computing,General Computing
11907,60,Worldwide,MC,Master of Ceremonies,Arts,Performing arts
11908,60,United,MC,Marine Corps,Governmental,Military
11909,60,Worldwide,MC,Motorcycle Club,Associations & Organizations,Sports & Recreation Organizations
11910,40,Monaco,mc,Monaco (TLD),Computing,Domain Names (TLD)
11911,40,Japan,MC,Mitsubishi Corporation,Business,Companies & Corporations
11912,30,United,MC,Montgomery College,Academic & Science,Universities & Institutions
11913,30,United,MC,Monmouth College,Academic & Science,Universities & Institutions
11914,20,United,MC,Marietta College,Academic & Science,Universities & Institutions
11915,20,United,MC,Middlebury College,Academic & Science,Universities & Institutions
11916,20,United,MC,Muhlenberg College,Academic & Science,Units
11917,80,India,MCA,Master of Computer Application,Academic & Science,Academic Degrees
11918,60,Malaysia,MCA,Malaysian Chinese Association,Governmental,Politics
11919,60,United,MCA,Maritime and Coastguard Agency,Governmental,Departments & Agencies
11920,50,United,MCA,Museum of Contemporary Art,Regional,Buildings & Landmarks
11921,50,India,MCA,Ministry of Corporate Affairs,Governmental,Departments & Agencies
11922,50,India,MCA,Mumbai Cricket Association,Sports & Games,Cricket
11923,40,Australia,MCA,Museum of Contemporary Art,Regional,Buildings & Landmarks
11924,40,Guinea,MCA,Macenta Airport,Transport & Travel,Airport Codes
11925,50,Worldwide,MCAP,Market Capitalization,Business,Business Terms
11926,30,Montserrat,MCAP,Movement for Change and Prosperity,Governmental,Politics
11927,20,United,MCAP,Maryland Community Action Partnership,Associations & Organizations,Regional Organizations
11928,10,United,MCAP,Mercyhurst Center for Applied Politics,Academic & Science,Universities & Institutions
11929,10,United,MCAP,Maryland Coalition Against Pornography,Associations & Organizations,Regional Organizations
11930,70,United,MCAS,Massachusetts Comprehensive Assessment System,Academic & Science,Universities & Institutions
11931,50,Worldwide,MCAS,Maneuvering Characteristics Augmentation System,Technology,Airplanes & Aircraft
11932,50,Worldwide,MCAS,Mast Cell Activation Syndrome,Medical,Diseases & Conditions
11933,50,Worldwide,MCAS,Microsoft Certified Application Specialist,Computing,General Computing
11934,40,United,MCAS,Marine Corps Air Station,Governmental,Military
11935,40,Mexico,MCAS,Matrícula Consular de Alta Seguridad,Governmental,Documents & Certificates
11936,40,Worldwide,MCAS,Multnomah Community Ability Scale,Medical,Psychology
11937,20,United,MCAS,Michigan City Area Schools,Academic & Science,Universities & Institutions
11938,10,Italy,MCAS,Mediterranean Center for Arts and Sciences,Academic & Science,Universities & Institutions
11939,10,United,MCAS,Mississippi Coast Audubon Society,Associations & Organizations,Regional Organizations
11940,80,Worldwide,MCB,Miniature Circuit Breaker,Academic & Science,Electrical
11941,60,Mauritius,MCB,Mauritius Commercial Bank,Business,Banking
11942,40,Worldwide,MCB,Molecular and Cellular Biology,News & Entertainment,Journals & Publications
11943,40,Worldwide,MCB,Monochlorobenzene,Academic & Science,Chemistry
11944,40,Pakistan,MCB,Muslim Commercial Bank,Business,Banking
11945,40,United,MCB,Methodist College Belfast,Academic & Science,Universities & Institutions
11946,40,United,MCB,Muslim Council of Britain,Associations & Organizations,Religious Organizations
11947,40,Venezuela,MCB,Movimiento Continental Bolivariano,Governmental,Politics
11948,20,United,MCB,Manually Controlled Barriers,Transport & Travel,Land Transport
11949,10,United,MCB,Maidenhead Citadel Band,Arts,Musical groups
11950,40,United,MCBS,Medicare Current Beneficiary Survey,Governmental,Census & Statistics
11951,30,India,MCBS,Missionary Congregation of the Blessed Sacrament,Society & Culture,Religion & Spirituality
11952,70,Worldwide,MCC,Mobile Country Code,Technology,Specifications & Standards
11953,50,Worldwide,MCC,Motor Control Centre,Academic & Science,Electrical
11954,40,Worldwide,MCC,Meter Configuration Code,Academic & Science,Electrical
11955,40,United,MCC,Mesa Community College,Academic & Science,Universities & Institutions
11956,30,United,MCC,Manchester Community College,Academic & Science,Universities & Institutions
11957,30,Worldwide,MCC,Metropolitan Community Church,Society & Culture,Religion & Spirituality
11958,30,United,MCC,Metropolitan Community College,Academic & Science,Universities & Institutions
11959,30,Australia,MCC,Melbourne Cricket Club,Associations & Organizations,Sports & Recreation Organizations
11960,30,Zimbabwe,MCC,Midlands Christian College,Academic & Science,Universities & Institutions
11961,20,United,MCC,Middlesex Community College,Academic & Science,Universities & Institutions
11962,20,United,MCC,Muskegon Community College,Academic & Science,Universities & Institutions
11963,20,United,MCC,Marylebone Cricket Club,Associations & Organizations,Sports & Recreation Organizations
11964,20,India,MCC,Madras Christian College,Academic & Science,Universities & Institutions
11965,40,Worldwide,MCCB,Molded Case Circuit Breaker,Academic & Science,Electrical
11966,30,Canada,MCCB,Mill Creek Colliery Band,News & Entertainment,Music
11967,60,United,MCD,Minor Civil Division,Governmental,Census & Statistics
11968,50,United,MCD,McDonald’s,Business,NYSE Symbols
11969,30,India,MCD,Municipal Corporation of Delhi,Governmental,Departments & Agencies
11970,100,Worldwide,McDonalds,"from the name of the brothers Richard and Maurice McDonald, who founded the first McDonald’s",Business,Companies & Corporations
11971,50,United,MCET,Massachusetts Corporation for Educational Telecommunications,Governmental,Departments & Agencies
11972,20,India,MCET,Mahalingam College of Engineering and Technology,Academic & Science,Academic Degrees
11973,20,United,MCET,Maryland Center for Environmental Training,Associations & Organizations,Regional Organizations
11974,20,India,Mcet,Malabar College of Engineering and Technology,Academic & Science,Universities & Institutions
11975,70,Worldwide,mcg,Microgram,Academic & Science,Units
11976,60,Australia,MCG,Melbourne Cricket Ground,Regional,Buildings & Landmarks
